Date,City,Period,O3,NO2,PM10,PM2.5
2024-06-19,Manchester,Post-Pandemic,57,17,10,5
2024-06-19,Sheffield,Post-Pandemic,48,NA,9,5
2024-06-20,London,Post-Pandemic,67,15,9,4
2024-06-20,Manchester,Post-Pandemic,56,NA,16,9
2024-06-20,Sheffield,Post-Pandemic,58,NA,10,5
2024-06-21,London,Post-Pandemic,77,15,13,6
2024-06-21,Manchester,Post-Pandemic,49,NA,15,8
2024-06-21,Sheffield,Post-Pandemic,63,NA,11,6
2024-06-22,London,Post-Pandemic,65,7,6,4
2024-06-22,Manchester,Post-Pandemic,53,NA,10,6
2024-06-22,Sheffield,Post-Pandemic,63,NA,8,5
2024-06-23,London,Post-Pandemic,61,10,7,4
2024-06-23,Manchester,Post-Pandemic,49,NA,8,5
2024-06-23,Sheffield,Post-Pandemic,58,NA,7,5
2024-06-24,London,Post-Pandemic,68,13,10,6
2024-06-24,Manchester,Post-Pandemic,48,NA,12,7
2024-06-24,Sheffield,Post-Pandemic,56,NA,10,6
2024-06-25,London,Post-Pandemic,91,19,13,7
2024-06-25,Manchester,Post-Pandemic,47,NA,17,10
2024-06-25,Sheffield,Post-Pandemic,57,NA,18,10
2024-06-26,London,Post-Pandemic,119,13,18,11
2024-06-26,Manchester,Post-Pandemic,76,NA,21,13
2024-06-26,Sheffield,Post-Pandemic,76,NA,25,18
2024-06-27,London,Post-Pandemic,78,10,18,8
2024-06-27,Manchester,Post-Pandemic,51,NA,13,6
2024-06-27,Sheffield,Post-Pandemic,60,NA,11,5
2024-06-28,London,Post-Pandemic,59,10,13,5
2024-06-28,Manchester,Post-Pandemic,54,NA,13,6
2024-06-28,Sheffield,Post-Pandemic,56,NA,7,4
2024-06-29,London,Post-Pandemic,72,12,11,5
2024-06-29,Manchester,Post-Pandemic,39,NA,9,5
2024-06-29,Sheffield,Post-Pandemic,50,NA,7,4
2024-06-30,London,Post-Pandemic,58,6,8,4
2024-06-30,Manchester,Post-Pandemic,43,NA,14,6
2024-06-30,Sheffield,Post-Pandemic,49,NA,9,5
2024-07-01,London,Post-Pandemic,54,6,10,4
2024-07-01,Manchester,Post-Pandemic,35,18,10,5
2024-07-01,Sheffield,Post-Pandemic,47,NA,6,4
2024-07-02,London,Post-Pandemic,53,10,11,5
2024-07-02,Manchester,Post-Pandemic,46,12,16,8
2024-07-02,Sheffield,Post-Pandemic,51,NA,10,5
2024-07-03,London,Post-Pandemic,50,11,8,4
2024-07-03,Manchester,Post-Pandemic,39,19,10,5
2024-07-03,Sheffield,Post-Pandemic,51,NA,6,4
2024-07-04,London,Post-Pandemic,57,8,15,5
2024-07-04,Manchester,Post-Pandemic,48,12,16,7
2024-07-04,Sheffield,Post-Pandemic,56,4,12,5
2024-07-05,London,Post-Pandemic,38,7,5,3
2024-07-05,Manchester,Post-Pandemic,51,14,12,5
2024-07-05,Sheffield,Post-Pandemic,58,8,9,5
2024-07-06,London,Post-Pandemic,44,8,4,2
2024-07-06,Manchester,Post-Pandemic,46,14,9,5
2024-07-06,Sheffield,Post-Pandemic,54,7,6,3
2024-07-07,London,Post-Pandemic,48,5,5,3
2024-07-07,Manchester,Post-Pandemic,40,13,7,4
2024-07-07,Sheffield,Post-Pandemic,46,9,4,3
2024-07-08,London,Post-Pandemic,42,10,6,3
2024-07-08,Manchester,Post-Pandemic,36,27,9,5
2024-07-08,Sheffield,Post-Pandemic,48,13,5,3
2024-07-09,London,Post-Pandemic,32,11,7,4
2024-07-09,Manchester,Post-Pandemic,29,23,7,3
2024-07-09,Sheffield,Post-Pandemic,26,17,6,3
2024-07-10,London,Post-Pandemic,55,5,5,2
2024-07-10,Manchester,Post-Pandemic,29,19,7,3
2024-07-10,Sheffield,Post-Pandemic,36,8,5,2
2024-07-11,London,Post-Pandemic,53,8,8,4
2024-07-11,Manchester,Post-Pandemic,32,21,9,5
2024-07-11,Sheffield,Post-Pandemic,32,18,7,4
2024-07-12,London,Post-Pandemic,54,5,9,5
2024-07-12,Manchester,Post-Pandemic,30,21,10,6
2024-07-12,Sheffield,Post-Pandemic,33,14,9,5
2024-07-13,London,Post-Pandemic,49,9,6,4
2024-07-13,Manchester,Post-Pandemic,27,19,9,6
2024-07-13,Sheffield,Post-Pandemic,37,10,6,4
2024-07-14,London,Post-Pandemic,58,9,6,4
2024-07-14,Manchester,Post-Pandemic,33,13,7,4
2024-07-14,Sheffield,Post-Pandemic,31,15,4,3
2024-07-15,London,Post-Pandemic,51,20,10,6
2024-07-15,Manchester,Post-Pandemic,35,30,13,8
2024-07-15,Sheffield,Post-Pandemic,41,20,9,6
2024-07-16,London,Post-Pandemic,52,11,7,4
2024-07-16,Manchester,Post-Pandemic,46,18,12,7
2024-07-16,Sheffield,Post-Pandemic,49,13,11,8
2024-07-17,London,Post-Pandemic,53,12,9,5
2024-07-17,Manchester,Post-Pandemic,35,NA,13,8
2024-07-17,Sheffield,Post-Pandemic,55,10,8,5
2024-07-18,London,Post-Pandemic,66,12,12,6
2024-07-18,Manchester,Post-Pandemic,37,NA,13,7
2024-07-18,Sheffield,Post-Pandemic,54,13,10,6
2024-07-19,London,Post-Pandemic,76,23,16,8
2024-07-19,Manchester,Post-Pandemic,47,NA,13,7
2024-07-19,Sheffield,Post-Pandemic,62,13,13,7
2024-07-20,London,Post-Pandemic,38,6,6,4
2024-07-20,Manchester,Post-Pandemic,26,NA,7,4
2024-07-20,Sheffield,Post-Pandemic,31,9,5,3
2024-07-21,London,Post-Pandemic,49,5,5,3
2024-07-21,Manchester,Post-Pandemic,44,NA,6,3
2024-07-21,Sheffield,Post-Pandemic,49,6,6,3
2024-07-22,London,Post-Pandemic,50,5,7,4
2024-07-22,Manchester,Post-Pandemic,29,NA,6,3
2024-07-22,Sheffield,Post-Pandemic,36,6,6,3
2024-07-23,London,Post-Pandemic,47,8,7,4
2024-07-23,Manchester,Post-Pandemic,40,NA,9,5
2024-07-23,Sheffield,Post-Pandemic,45,9,8,4
2024-07-24,London,Post-Pandemic,50,13,9,5
2024-07-24,Manchester,Post-Pandemic,26,NA,10,6
2024-07-24,Sheffield,Post-Pandemic,42,9,9,5
2024-07-25,London,Post-Pandemic,40,6,5,2
2024-07-25,Manchester,Post-Pandemic,31,NA,7,3
2024-07-25,Sheffield,Post-Pandemic,41,5,5,3
2024-07-26,London,Post-Pandemic,44,9,10,5
2024-07-26,Manchester,Post-Pandemic,36,NA,11,5
2024-07-26,Sheffield,Post-Pandemic,41,8,8,5
2024-07-27,London,Post-Pandemic,48,11,9,4
2024-07-27,Manchester,Post-Pandemic,38,NA,8,5
2024-07-27,Sheffield,Post-Pandemic,40,13,8,4
2024-07-28,London,Post-Pandemic,56,16,9,6
2024-07-28,Manchester,Post-Pandemic,35,NA,9,6
2024-07-28,Sheffield,Post-Pandemic,46,14,9,5
2024-07-29,London,Post-Pandemic,76,21,13,7
2024-07-29,Manchester,Post-Pandemic,51,NA,14,7
2024-07-29,Sheffield,Post-Pandemic,63,13,11,6
2024-07-30,London,Post-Pandemic,111,18,19,10
2024-07-30,Manchester,Post-Pandemic,47,19,10,5
2024-07-30,Sheffield,Post-Pandemic,54,11,13,8
2024-07-31,London,Post-Pandemic,103,11,15,7
2024-07-31,Manchester,Post-Pandemic,62,30,21,13
2024-07-31,Sheffield,Post-Pandemic,66,13,16,8
2024-08-01,London,Post-Pandemic,77,18,18,10
2024-08-01,Manchester,Post-Pandemic,55,18,14,9
2024-08-01,Sheffield,Post-Pandemic,60,15,16,10
2024-08-02,Edinburgh,Post-Pandemic,55,7,8,5
2024-08-02,London,Post-Pandemic,68,13,19,13
2024-08-02,Manchester,Post-Pandemic,33,24,14,9
2024-08-02,Sheffield,Post-Pandemic,49,10,12,7
2024-08-03,Edinburgh,Post-Pandemic,50,5,12,6
2024-08-03,London,Post-Pandemic,62,6,10,6
2024-08-03,Manchester,Post-Pandemic,45,8,11,6
2024-08-03,Sheffield,Post-Pandemic,51,7,10,6
2024-08-04,Edinburgh,Post-Pandemic,54,2,5,3
2024-08-04,London,Post-Pandemic,54,7,10,5
2024-08-04,Manchester,Post-Pandemic,34,15,10,7
2024-08-04,Sheffield,Post-Pandemic,42,8,10,6
2024-08-05,Edinburgh,Post-Pandemic,41,1,2,1
2024-08-05,London,Post-Pandemic,54,5,11,6
2024-08-05,Manchester,Post-Pandemic,33,18,9,6
2024-08-05,Sheffield,Post-Pandemic,45,6,9,5
2024-08-06,Edinburgh,Post-Pandemic,58,3,6,3
2024-08-06,London,Post-Pandemic,48,12,8,4
2024-08-06,Manchester,Post-Pandemic,45,14,9,4
2024-08-06,Sheffield,Post-Pandemic,NA,4,7,3
2024-08-07,Edinburgh,Post-Pandemic,54,2,6,3
2024-08-07,London,Post-Pandemic,54,12,12,5
2024-08-07,Manchester,Post-Pandemic,42,17,11,6
2024-08-07,Sheffield,Post-Pandemic,53,5,10,5
2024-08-08,Edinburgh,Post-Pandemic,43,9,7,4
2024-08-08,London,Post-Pandemic,56,7,10,5
2024-08-08,Manchester,Post-Pandemic,34,18,8,5
2024-08-08,Sheffield,Post-Pandemic,49,6,6,3
2024-08-09,Edinburgh,Post-Pandemic,48,5,7,4
2024-08-09,London,Post-Pandemic,62,6,8,3
2024-08-09,Manchester,Post-Pandemic,45,10,10,5
2024-08-09,Sheffield,Post-Pandemic,52,5,7,4
2024-08-10,Edinburgh,Post-Pandemic,50,4,10,6
2024-08-10,London,Post-Pandemic,55,7,10,6
2024-08-10,Manchester,Post-Pandemic,35,17,12,7
2024-08-10,Sheffield,Post-Pandemic,43,7,8,5
2024-08-11,Edinburgh,Post-Pandemic,51,7,10,5
2024-08-11,London,Post-Pandemic,68,12,10,6
2024-08-11,Manchester,Post-Pandemic,43,20,9,6
2024-08-11,Sheffield,Post-Pandemic,49,11,11,6
2024-08-12,Edinburgh,Post-Pandemic,54,8,8,5
2024-08-12,London,Post-Pandemic,75,15,14,7
2024-08-12,Manchester,Post-Pandemic,52,16,14,7
2024-08-12,Sheffield,Post-Pandemic,49,11,15,9
2024-08-13,Edinburgh,Post-Pandemic,53,5,8,4
2024-08-13,London,Post-Pandemic,59,8,11,4
2024-08-13,Manchester,Post-Pandemic,31,18,22,7
2024-08-13,Sheffield,Post-Pandemic,49,7,8,4
2024-08-14,Edinburgh,Post-Pandemic,57,7,12,6
2024-08-14,London,Post-Pandemic,49,14,9,5
2024-08-14,Manchester,Post-Pandemic,43,16,17,7
2024-08-14,Sheffield,Post-Pandemic,40,9,10,6
2024-08-15,Edinburgh,Post-Pandemic,53,6,5,3
2024-08-15,London,Post-Pandemic,49,6,10,4
2024-08-15,Manchester,Post-Pandemic,33,16,10,5
2024-08-15,Sheffield,Post-Pandemic,44,6,6,3
2024-08-16,Edinburgh,Post-Pandemic,54,3,9,4
2024-08-16,London,Post-Pandemic,57,12,8,4
2024-08-16,Manchester,Post-Pandemic,30,23,18,7
2024-08-16,Sheffield,Post-Pandemic,48,10,8,4
2024-08-17,Edinburgh,Post-Pandemic,57,3,8,5
2024-08-17,London,Post-Pandemic,61,12,9,5
2024-08-17,Manchester,Post-Pandemic,38,17,23,8
2024-08-17,Sheffield,Post-Pandemic,46,13,10,6
2024-08-18,Edinburgh,Post-Pandemic,62,4,15,9
2024-08-18,London,Post-Pandemic,60,8,13,8
2024-08-18,Manchester,Post-Pandemic,48,14,25,12
2024-08-18,Sheffield,Post-Pandemic,48,9,16,11
2024-08-19,Edinburgh,Post-Pandemic,53,5,12,8
2024-08-19,London,Post-Pandemic,48,14,26,18
2024-08-19,Manchester,Post-Pandemic,32,22,24,17
2024-08-19,Sheffield,Post-Pandemic,46,9,21,16
2024-08-20,Edinburgh,Post-Pandemic,56,3,6,3
2024-08-20,London,Post-Pandemic,65,5,11,5
2024-08-20,Manchester,Post-Pandemic,50,9,12,5
2024-08-20,Sheffield,Post-Pandemic,55,5,7,3
2024-08-21,Edinburgh,Post-Pandemic,50,4,7,3
2024-08-21,London,Post-Pandemic,54,7,12,5
2024-08-21,Manchester,Post-Pandemic,NA,NA,15,6
2024-08-21,Sheffield,Post-Pandemic,NA,NA,10,4
2024-08-22,Edinburgh,Post-Pandemic,59,5,8,4
2024-08-22,Manchester,Post-Pandemic,NA,NA,13,6
2024-08-22,Sheffield,Post-Pandemic,NA,NA,10,5
2024-08-23,Edinburgh,Post-Pandemic,52,8,4,2
2024-08-23,Manchester,Post-Pandemic,50,13,13,5
2024-08-23,Sheffield,Post-Pandemic,57,5,7,3
2024-08-24,Edinburgh,Post-Pandemic,55,5,7,4
2024-08-24,London,Post-Pandemic,57,9,7,4
2024-08-24,Manchester,Post-Pandemic,47,14,9,5
2024-08-24,Sheffield,Post-Pandemic,54,7,7,4
2024-08-25,Edinburgh,Post-Pandemic,59,2,7,4
2024-08-25,London,Post-Pandemic,59,4,10,5
2024-08-25,Manchester,Post-Pandemic,42,16,14,8
2024-08-25,Sheffield,Post-Pandemic,57,6,10,6
2024-08-26,Edinburgh,Post-Pandemic,57,6,7,5
2024-08-26,London,Post-Pandemic,73,4,14,9
2024-08-26,Manchester,Post-Pandemic,49,16,25,18
2024-08-26,Sheffield,Post-Pandemic,62,6,24,17
2024-08-27,Edinburgh,Post-Pandemic,60,3,3,2
2024-08-27,London,Post-Pandemic,72,9,12,7
2024-08-27,Manchester,Post-Pandemic,32,30,14,8
2024-08-27,Sheffield,Post-Pandemic,51,12,12,7
2024-08-28,Edinburgh,Post-Pandemic,59,4,3,2
2024-08-28,London,Post-Pandemic,70,25,17,9
2024-08-28,Manchester,Post-Pandemic,32,32,16,9
2024-08-28,Sheffield,Post-Pandemic,54,17,14,8
2024-08-29,Edinburgh,Post-Pandemic,55,5,9,6
2024-08-29,London,Post-Pandemic,48,15,15,8
2024-08-29,Manchester,Post-Pandemic,31,23,17,9
2024-08-29,Sheffield,Post-Pandemic,48,9,12,7
2024-08-30,Edinburgh,Post-Pandemic,57,10,17,12
2024-08-30,London,Post-Pandemic,56,17,19,12
2024-08-30,Manchester,Post-Pandemic,37,24,23,15
2024-08-30,Sheffield,Post-Pandemic,41,21,22,13
2024-08-31,Edinburgh,Post-Pandemic,47,10,18,13
2024-08-31,London,Post-Pandemic,68,6,19,12
2024-08-31,Manchester,Post-Pandemic,53,19,21,14
2024-08-31,Sheffield,Post-Pandemic,45,12,21,14
2024-09-01,Edinburgh,Post-Pandemic,61,4,10,6
2024-09-01,London,Post-Pandemic,68,16,22,14
2024-09-01,Manchester,Post-Pandemic,44,16,21,15
2024-09-01,Sheffield,Post-Pandemic,NA,13,23,14
2024-09-02,Edinburgh,Post-Pandemic,47,16,6,4
2024-09-02,London,Post-Pandemic,60,9,10,6
2024-09-02,Manchester,Post-Pandemic,31,23,17,9
2024-09-02,Sheffield,Post-Pandemic,NA,14,17,13
2024-09-03,Edinburgh,Post-Pandemic,49,7,9,5
2024-09-03,London,Post-Pandemic,47,9,7,4
2024-09-03,Manchester,Post-Pandemic,47,13,13,6
2024-09-03,Sheffield,Post-Pandemic,NA,NA,8,5
2024-09-04,Edinburgh,Post-Pandemic,55,8,10,5
2024-09-04,London,Post-Pandemic,44,12,10,5
2024-09-04,Manchester,Post-Pandemic,48,17,12,6
2024-09-04,Sheffield,Post-Pandemic,NA,NA,9,5
2024-09-05,Edinburgh,Post-Pandemic,61,5,8,4
2024-09-05,London,Post-Pandemic,53,13,16,11
2024-09-05,Manchester,Post-Pandemic,49,16,12,7
2024-09-05,Sheffield,Post-Pandemic,50,NA,13,9
2024-09-06,Edinburgh,Post-Pandemic,68,6,15,10
2024-09-06,London,Post-Pandemic,27,20,18,12
2024-09-06,Manchester,Post-Pandemic,72,19,41,23
2024-09-06,Sheffield,Post-Pandemic,79,NA,47,27
2024-09-07,Edinburgh,Post-Pandemic,72,9,14,11
2024-09-07,London,Post-Pandemic,28,32,15,10
2024-09-07,Manchester,Post-Pandemic,67,22,27,19
2024-09-07,Sheffield,Post-Pandemic,66,NA,32,23
2024-09-08,Edinburgh,Post-Pandemic,56,11,10,7
2024-09-08,London,Post-Pandemic,65,12,10,8
2024-09-08,Manchester,Post-Pandemic,39,16,12,9
2024-09-08,Sheffield,Post-Pandemic,48,NA,16,13
2024-09-09,Edinburgh,Post-Pandemic,45,10,8,4
2024-09-09,London,Post-Pandemic,50,11,16,6
2024-09-09,Manchester,Post-Pandemic,43,14,17,7
2024-09-09,Sheffield,Post-Pandemic,54,NA,9,4
2024-09-10,Edinburgh,Post-Pandemic,56,8,6,2
2024-09-10,London,Post-Pandemic,50,9,12,6
2024-09-10,Manchester,Post-Pandemic,48,12,14,6
2024-09-10,Sheffield,Post-Pandemic,56,NA,10,5
2024-09-11,Edinburgh,Post-Pandemic,48,12,4,2
2024-09-11,London,Post-Pandemic,43,12,13,3
2024-09-11,Manchester,Post-Pandemic,42,17,10,4
2024-09-11,Sheffield,Post-Pandemic,52,NA,5,2
2024-09-12,Edinburgh,Post-Pandemic,44,17,5,2
2024-09-12,London,Post-Pandemic,45,14,12,3
2024-09-12,Manchester,Post-Pandemic,28,26,11,5
2024-09-12,Sheffield,Post-Pandemic,44,10,6,3
2024-09-13,Edinburgh,Post-Pandemic,52,13,NA,NA
2024-09-13,London,Post-Pandemic,40,26,14,5
2024-09-13,Manchester,Post-Pandemic,26,34,15,7
2024-09-13,Sheffield,Post-Pandemic,35,20,9,5
2024-09-14,Edinburgh,Post-Pandemic,55,2,NA,NA
2024-09-14,London,Post-Pandemic,51,20,11,6
2024-09-14,Manchester,Post-Pandemic,45,22,15,7
2024-09-14,Sheffield,Post-Pandemic,60,13,8,4
2024-09-15,Edinburgh,Post-Pandemic,50,8,NA,NA
2024-09-15,London,Post-Pandemic,63,13,7,4
2024-09-15,Manchester,Post-Pandemic,31,23,8,5
2024-09-15,Sheffield,Post-Pandemic,54,19,4,3
2024-09-16,Edinburgh,Post-Pandemic,34,15,NA,NA
2024-09-16,London,Post-Pandemic,48,12,9,4
2024-09-16,Manchester,Post-Pandemic,15,34,16,9
2024-09-16,Sheffield,Post-Pandemic,23,22,8,4
2024-09-17,London,Post-Pandemic,64,9,8,3
2024-09-17,Manchester,Post-Pandemic,20,37,17,8
2024-09-17,Sheffield,Post-Pandemic,33,19,10,5
2024-09-18,Edinburgh,Post-Pandemic,NA,NA,14,6
2024-09-18,London,Post-Pandemic,74,8,21,9
2024-09-18,Manchester,Post-Pandemic,37,26,16,8
2024-09-18,Sheffield,Post-Pandemic,53,18,15,8
2024-09-19,Edinburgh,Post-Pandemic,52,8,8,5
2024-09-19,London,Post-Pandemic,80,8,39,24
2024-09-19,Manchester,Post-Pandemic,43,26,22,12
2024-09-19,Sheffield,Post-Pandemic,57,16,22,14
2024-09-20,Edinburgh,Post-Pandemic,66,6,13,8
2024-09-20,London,Post-Pandemic,87,11,38,24
2024-09-20,Manchester,Post-Pandemic,63,22,33,21
2024-09-20,Sheffield,Post-Pandemic,68,17,34,23
2024-09-21,Edinburgh,Post-Pandemic,79,6,19,11
2024-09-21,London,Post-Pandemic,64,21,32,22
2024-09-21,Manchester,Post-Pandemic,72,19,34,23
2024-09-21,Sheffield,Post-Pandemic,74,16,36,25
2024-09-22,Edinburgh,Post-Pandemic,83,6,21,11
2024-09-22,London,Post-Pandemic,53,14,19,15
2024-09-22,Manchester,Post-Pandemic,68,15,27,20
2024-09-22,Sheffield,Post-Pandemic,68,13,33,24
2024-09-23,Edinburgh,Post-Pandemic,88,10,25,17
2024-09-23,London,Post-Pandemic,69,9,8,6
2024-09-23,Manchester,Post-Pandemic,65,22,14,10
2024-09-23,Sheffield,Post-Pandemic,77,13,22,17
2024-09-24,Edinburgh,Post-Pandemic,55,15,10,7
2024-09-24,London,Post-Pandemic,68,14,9,6
2024-09-24,Manchester,Post-Pandemic,50,20,13,7
2024-09-24,Sheffield,Post-Pandemic,69,12,8,5
2024-09-25,Edinburgh,Post-Pandemic,49,13,5,2
2024-09-25,London,Post-Pandemic,66,14,8,5
2024-09-25,Manchester,Post-Pandemic,26,35,11,6
2024-09-25,Sheffield,Post-Pandemic,39,20,9,5
2024-09-26,Edinburgh,Post-Pandemic,71,6,10,4
2024-09-26,London,Post-Pandemic,61,9,7,3
2024-09-26,Manchester,Post-Pandemic,32,31,11,6
2024-09-26,Sheffield,Post-Pandemic,42,21,12,9
2024-09-27,Edinburgh,Post-Pandemic,57,12,5,2
2024-09-27,London,Post-Pandemic,53,12,6,3
2024-09-27,Manchester,Post-Pandemic,39,28,12,6
2024-09-27,Sheffield,Post-Pandemic,60,10,10,4
2024-09-28,Edinburgh,Post-Pandemic,55,10,5,2
2024-09-28,London,Post-Pandemic,31,22,9,6
2024-09-28,Manchester,Post-Pandemic,19,37,12,8
2024-09-28,Sheffield,Post-Pandemic,40,20,7,4
2024-09-29,Edinburgh,Post-Pandemic,50,9,5,3
2024-09-29,London,Post-Pandemic,49,17,8,5
2024-09-29,Manchester,Post-Pandemic,33,28,11,6
2024-09-29,Sheffield,Post-Pandemic,35,18,8,5
2024-09-30,Edinburgh,Post-Pandemic,61,9,16,7
2024-09-30,London,Post-Pandemic,54,10,3,1
2024-09-30,Manchester,Post-Pandemic,29,28,7,4
2024-09-30,Sheffield,Post-Pandemic,44,17,5,3
2024-10-01,Edinburgh,Post-Pandemic,67,8,26,10
2024-10-01,London,Post-Pandemic,54,10,4,2
2024-10-01,Manchester,Post-Pandemic,36,24,12,6
2024-10-01,Sheffield,Post-Pandemic,56,12,10,5
2024-10-02,Edinburgh,Post-Pandemic,65,7,15,6
2024-10-02,London,Post-Pandemic,57,8,8,4
2024-10-02,Manchester,Post-Pandemic,51,22,14,6
2024-10-02,Sheffield,Post-Pandemic,60,14,13,6
2024-10-03,Edinburgh,Post-Pandemic,43,16,9,6
2024-10-03,London,Post-Pandemic,51,25,12,6
2024-10-03,Manchester,Post-Pandemic,35,36,13,7
2024-10-03,Sheffield,Post-Pandemic,40,28,11,5
2024-10-04,Edinburgh,Post-Pandemic,57,12,8,4
2024-10-04,London,Post-Pandemic,36,30,13,8
2024-10-04,Manchester,Post-Pandemic,31,47,16,9
2024-10-04,Sheffield,Post-Pandemic,32,32,14,8
2024-10-05,Edinburgh,Post-Pandemic,60,12,10,7
2024-10-05,London,Post-Pandemic,52,18,11,7
2024-10-05,Manchester,Post-Pandemic,47,31,15,10
2024-10-05,Sheffield,Post-Pandemic,45,28,17,13
2024-10-06,Edinburgh,Post-Pandemic,39,10,13,10
2024-10-06,London,Post-Pandemic,44,11,8,5
2024-10-06,Manchester,Post-Pandemic,22,28,10,6
2024-10-06,Sheffield,Post-Pandemic,35,19,11,7
2024-10-07,Edinburgh,Post-Pandemic,28,22,10,7
2024-10-07,London,Post-Pandemic,57,10,10,5
2024-10-07,Manchester,Post-Pandemic,27,34,11,7
2024-10-07,Sheffield,Post-Pandemic,37,24,12,7
2024-10-08,Edinburgh,Post-Pandemic,46,8,7,4
2024-10-08,London,Post-Pandemic,62,9,9,5
2024-10-08,Manchester,Post-Pandemic,27,35,10,7
2024-10-08,Sheffield,Post-Pandemic,32,27,11,7
2024-10-09,Edinburgh,Post-Pandemic,60,13,6,3
2024-10-09,London,Post-Pandemic,60,10,6,3
2024-10-09,Manchester,Post-Pandemic,36,23,7,4
2024-10-09,Sheffield,Post-Pandemic,49,15,6,4
2024-10-10,Edinburgh,Post-Pandemic,52,19,8,4
2024-10-10,London,Post-Pandemic,51,19,11,6
2024-10-10,Manchester,Post-Pandemic,40,28,13,7
2024-10-10,Sheffield,Post-Pandemic,54,16,10,5
2024-10-11,Edinburgh,Post-Pandemic,61,5,5,2
2024-10-11,London,Post-Pandemic,33,30,13,8
2024-10-11,Manchester,Post-Pandemic,22,40,13,7
2024-10-11,Sheffield,Post-Pandemic,32,31,10,6
2024-10-12,Edinburgh,Post-Pandemic,64,8,3,2
2024-10-12,London,Post-Pandemic,58,14,7,4
2024-10-12,Manchester,Post-Pandemic,33,30,12,7
2024-10-12,Sheffield,Post-Pandemic,49,17,8,5
2024-10-13,Edinburgh,Post-Pandemic,44,14,5,3
2024-10-13,London,Post-Pandemic,43,17,10,5
2024-10-13,Manchester,Post-Pandemic,34,27,11,6
2024-10-13,Sheffield,Post-Pandemic,41,20,9,6
2024-10-14,Edinburgh,Post-Pandemic,27,32,9,5
2024-10-14,London,Post-Pandemic,38,28,11,6
2024-10-14,Manchester,Post-Pandemic,27,40,12,7
2024-10-14,Sheffield,Post-Pandemic,34,27,12,7
2024-10-15,Edinburgh,Post-Pandemic,35,14,12,10
2024-10-15,London,Post-Pandemic,18,29,23,17
2024-10-15,Manchester,Post-Pandemic,25,35,17,12
2024-10-15,Sheffield,Post-Pandemic,30,26,19,14
2024-10-16,Edinburgh,Post-Pandemic,17,16,7,4
2024-10-16,London,Post-Pandemic,38,13,17,8
2024-10-16,Manchester,Post-Pandemic,6,32,18,12
2024-10-16,Sheffield,Post-Pandemic,14,25,20,14
2024-10-17,Edinburgh,Post-Pandemic,41,9,5,3
2024-10-17,London,Post-Pandemic,51,15,11,5
2024-10-17,Manchester,Post-Pandemic,24,31,13,7
2024-10-17,Sheffield,Post-Pandemic,41,20,9,4
2024-10-18,Edinburgh,Post-Pandemic,60,5,4,2
2024-10-18,London,Post-Pandemic,40,21,11,7
2024-10-18,Manchester,Post-Pandemic,32,25,11,7
2024-10-18,Sheffield,Post-Pandemic,39,17,8,5
2024-10-19,Edinburgh,Post-Pandemic,61,8,15,8
2024-10-19,London,Post-Pandemic,59,14,9,5
2024-10-19,Manchester,Post-Pandemic,37,28,14,8
2024-10-19,Sheffield,Post-Pandemic,38,24,11,7
2024-10-20,Edinburgh,Post-Pandemic,63,2,10,6
2024-10-20,London,Post-Pandemic,67,5,15,8
2024-10-20,Manchester,Post-Pandemic,57,11,14,7
2024-10-20,Sheffield,Post-Pandemic,54,10,13,7
2024-10-21,Edinburgh,Post-Pandemic,67,3,9,5
2024-10-21,London,Post-Pandemic,43,17,21,10
2024-10-21,Manchester,Post-Pandemic,42,29,17,8
2024-10-21,Sheffield,Post-Pandemic,56,13,15,8
2024-10-22,Edinburgh,Post-Pandemic,63,5,10,5
2024-10-22,London,Post-Pandemic,39,19,13,7
2024-10-22,Manchester,Post-Pandemic,33,34,17,8
2024-10-22,Sheffield,Post-Pandemic,40,22,12,6
2024-10-23,Edinburgh,Post-Pandemic,62,5,7,3
2024-10-23,London,Post-Pandemic,54,15,13,7
2024-10-23,Manchester,Post-Pandemic,21,39,15,8
2024-10-23,Sheffield,Post-Pandemic,28,23,11,7
2024-10-24,Edinburgh,Post-Pandemic,55,7,8,5
2024-10-24,London,Post-Pandemic,40,18,13,7
2024-10-24,Manchester,Post-Pandemic,27,32,15,9
2024-10-24,Sheffield,Post-Pandemic,36,25,15,9
2024-10-25,Edinburgh,Post-Pandemic,24,16,20,16
2024-10-25,London,Post-Pandemic,22,28,17,11
2024-10-25,Manchester,Post-Pandemic,16,36,18,13
2024-10-25,Sheffield,Post-Pandemic,12,29,21,17
2024-10-26,Edinburgh,Post-Pandemic,49,10,9,6
2024-10-26,London,Post-Pandemic,16,38,16,11
2024-10-26,Manchester,Post-Pandemic,19,37,15,9
2024-10-26,Sheffield,Post-Pandemic,30,22,12,7
2024-10-27,Edinburgh,Post-Pandemic,59,6,8,4
2024-10-27,London,Post-Pandemic,35,17,10,7
2024-10-27,Manchester,Post-Pandemic,36,23,11,6
2024-10-27,Sheffield,Post-Pandemic,56,12,7,4
2024-10-28,Edinburgh,Post-Pandemic,36,15,3,2
2024-10-28,London,Post-Pandemic,53,12,8,5
2024-10-28,Manchester,Post-Pandemic,22,NA,11,6
2024-10-28,Sheffield,Post-Pandemic,46,12,3,2
2024-10-29,Edinburgh,Post-Pandemic,43,12,3,1
2024-10-29,London,Post-Pandemic,23,26,11,5
