Date,City,Period,O3,NO2,PM10,PM2.5
2022-07-08,Edinburgh,Post-Pandemic,NA,8,5,1
2022-07-08,London,Post-Pandemic,61,11,12,6
2022-07-08,Manchester,Post-Pandemic,32,11,11,5
2022-07-08,Sheffield,Post-Pandemic,40,8,6,3
2022-07-09,Edinburgh,Post-Pandemic,NA,9,5,2
2022-07-09,London,Post-Pandemic,54,9,8,4
2022-07-09,Manchester,Post-Pandemic,41,7,8,4
2022-07-09,Sheffield,Post-Pandemic,50,8,6,3
2022-07-10,Edinburgh,Post-Pandemic,NA,7,3,1
2022-07-10,London,Post-Pandemic,81,7,8,5
2022-07-10,Manchester,Post-Pandemic,39,9,6,3
2022-07-10,Sheffield,Post-Pandemic,44,11,5,3
2022-07-11,Edinburgh,Post-Pandemic,NA,9,6,3
2022-07-11,London,Post-Pandemic,89,10,9,4
2022-07-11,Manchester,Post-Pandemic,48,28,12,5
2022-07-11,Sheffield,Post-Pandemic,66,15,9,4
2022-07-12,Edinburgh,Post-Pandemic,NA,NA,11,5
2022-07-12,London,Post-Pandemic,77,13,13,5
2022-07-12,Manchester,Post-Pandemic,65,23,14,6
2022-07-12,Sheffield,Post-Pandemic,72,15,13,5
2022-07-13,Edinburgh,Post-Pandemic,NA,7,9,3
2022-07-13,London,Post-Pandemic,79,9,14,6
2022-07-13,Manchester,Post-Pandemic,49,10,13,6
2022-07-13,Sheffield,Post-Pandemic,59,7,9,5
2022-07-14,Edinburgh,Post-Pandemic,NA,9,6,3
2022-07-14,London,Post-Pandemic,60,9,13,5
2022-07-14,Manchester,Post-Pandemic,36,16,12,5
2022-07-14,Sheffield,Post-Pandemic,50,7,7,3
2022-07-15,Edinburgh,Post-Pandemic,NA,12,4,2
2022-07-15,London,Post-Pandemic,56,9,10,4
2022-07-15,Manchester,Post-Pandemic,33,18,12,5
2022-07-15,Sheffield,Post-Pandemic,47,9,8,4
2022-07-16,Edinburgh,Post-Pandemic,NA,8,6,4
2022-07-16,London,Post-Pandemic,77,9,9,4
2022-07-16,Manchester,Post-Pandemic,42,20,12,7
2022-07-16,Sheffield,Post-Pandemic,59,14,9,6
2022-07-17,Edinburgh,Post-Pandemic,NA,14,10,6
2022-07-17,London,Post-Pandemic,86,11,10,5
2022-07-17,Manchester,Post-Pandemic,63,27,17,9
2022-07-17,Sheffield,Post-Pandemic,82,16,15,9
2022-07-18,Edinburgh,Post-Pandemic,NA,19,16,7
2022-07-18,London,Post-Pandemic,92,26,17,8
2022-07-18,Manchester,Post-Pandemic,76,40,17,7
2022-07-18,Sheffield,Post-Pandemic,96,19,15,6
2022-07-19,Edinburgh,Post-Pandemic,NA,31,21,10
2022-07-19,London,Post-Pandemic,89,26,34,16
2022-07-19,Manchester,Post-Pandemic,93,39,32,14
2022-07-19,Sheffield,Post-Pandemic,100,28,33,16
2022-07-20,Edinburgh,Post-Pandemic,NA,12,11,5
2022-07-20,London,Post-Pandemic,75,6,22,15
2022-07-20,Manchester,Post-Pandemic,51,11,20,9
2022-07-20,Sheffield,Post-Pandemic,72,10,25,16
2022-07-21,Edinburgh,Post-Pandemic,NA,10,6,2
2022-07-21,London,Post-Pandemic,47,11,16,8
2022-07-21,Manchester,Post-Pandemic,24,21,15,8
2022-07-21,Sheffield,Post-Pandemic,39,14,11,5
2022-07-22,Edinburgh,Post-Pandemic,NA,9,6,3
2022-07-22,London,Post-Pandemic,57,11,12,5
2022-07-22,Manchester,Post-Pandemic,23,31,12,7
2022-07-22,Sheffield,Post-Pandemic,33,18,8,4
2022-07-23,Edinburgh,Post-Pandemic,NA,11,7,4
2022-07-23,London,Post-Pandemic,62,5,9,5
2022-07-23,Manchester,Post-Pandemic,28,21,14,9
2022-07-23,Sheffield,Post-Pandemic,41,11,10,6
2022-07-24,Edinburgh,Post-Pandemic,NA,6,4,3
2022-07-24,London,Post-Pandemic,57,2,12,8
2022-07-24,Manchester,Post-Pandemic,22,11,9,5
2022-07-24,Sheffield,Post-Pandemic,29,5,6,3
2022-07-25,Edinburgh,Post-Pandemic,NA,13,4,2
2022-07-25,London,Post-Pandemic,50,5,8,3
2022-07-25,Manchester,Post-Pandemic,33,12,12,5
2022-07-25,Sheffield,Post-Pandemic,45,5,7,3
2022-07-26,Edinburgh,Post-Pandemic,NA,14,4,2
2022-07-26,London,Post-Pandemic,55,9,12,5
2022-07-26,Manchester,Post-Pandemic,40,13,11,5
2022-07-26,Sheffield,Post-Pandemic,42,16,10,5
2022-07-27,Edinburgh,Post-Pandemic,NA,10,6,3
2022-07-27,London,Post-Pandemic,53,14,10,4
2022-07-27,Manchester,Post-Pandemic,44,23,13,7
2022-07-27,Sheffield,Post-Pandemic,52,12,11,6
2022-07-28,Edinburgh,Post-Pandemic,NA,11,10,6
2022-07-28,London,Post-Pandemic,69,13,13,5
2022-07-28,Manchester,Post-Pandemic,33,32,15,7
2022-07-28,Sheffield,Post-Pandemic,48,16,11,5
2022-07-29,Edinburgh,Post-Pandemic,NA,12,7,4
2022-07-29,London,Post-Pandemic,80,12,13,5
2022-07-29,Manchester,Post-Pandemic,41,36,18,8
2022-07-29,Sheffield,Post-Pandemic,53,19,12,5
2022-07-30,Edinburgh,Post-Pandemic,NA,8,3,2
2022-07-30,London,Post-Pandemic,69,7,12,7
2022-07-30,Manchester,Post-Pandemic,26,21,10,6
2022-07-30,Sheffield,Post-Pandemic,35,11,7,4
2022-07-31,Edinburgh,Post-Pandemic,NA,10,8,4
2022-07-31,London,Post-Pandemic,38,3,5,3
2022-07-31,Manchester,Post-Pandemic,28,10,7,3
2022-07-31,Sheffield,Post-Pandemic,30,9,5,2
2022-08-01,London,Post-Pandemic,57,9,9,4
2022-08-01,Manchester,Post-Pandemic,33,19,10,5
2022-08-01,Sheffield,Post-Pandemic,54,6,7,3
2022-08-02,London,Post-Pandemic,31,5,14,6
2022-08-02,Manchester,Post-Pandemic,16,10,7,3
2022-08-02,Sheffield,Post-Pandemic,23,4,5,2
2022-08-03,Edinburgh,Post-Pandemic,47,4,5,2
2022-08-03,London,Post-Pandemic,26,6,12,5
2022-08-03,Manchester,Post-Pandemic,37,12,11,5
2022-08-03,Sheffield,Post-Pandemic,47,4,6,3
2022-08-04,Edinburgh,Post-Pandemic,46,8,7,3
2022-08-04,London,Post-Pandemic,57,7,11,4
2022-08-04,Manchester,Post-Pandemic,43,12,12,4
2022-08-04,Sheffield,Post-Pandemic,53,6,7,3
2022-08-05,Edinburgh,Post-Pandemic,48,8,8,4
2022-08-05,London,Post-Pandemic,60,6,10,3
2022-08-05,Manchester,Post-Pandemic,42,13,11,6
2022-08-05,Sheffield,Post-Pandemic,52,7,7,4
2022-08-06,Edinburgh,Post-Pandemic,50,4,10,5
2022-08-06,London,Post-Pandemic,61,10,13,8
2022-08-06,Manchester,Post-Pandemic,29,21,13,8
2022-08-06,Sheffield,Post-Pandemic,46,10,8,5
2022-08-07,Edinburgh,Post-Pandemic,45,4,7,4
2022-08-07,London,Post-Pandemic,66,16,12,7
2022-08-07,Manchester,Post-Pandemic,33,15,10,5
2022-08-07,Sheffield,Post-Pandemic,43,10,7,4
2022-08-08,Edinburgh,Post-Pandemic,50,7,10,5
2022-08-08,London,Post-Pandemic,64,11,13,5
2022-08-08,Manchester,Post-Pandemic,33,21,13,7
2022-08-08,Sheffield,Post-Pandemic,44,12,8,4
2022-08-09,Edinburgh,Post-Pandemic,51,7,9,4
2022-08-09,London,Post-Pandemic,56,12,14,6
2022-08-09,Manchester,Post-Pandemic,47,33,16,7
2022-08-09,Sheffield,Post-Pandemic,61,18,12,6
2022-08-10,Edinburgh,Post-Pandemic,56,14,12,6
2022-08-10,London,Post-Pandemic,71,14,14,6
2022-08-10,Manchester,Post-Pandemic,69,36,23,10
2022-08-10,Sheffield,Post-Pandemic,77,18,16,6
2022-08-11,Edinburgh,Post-Pandemic,57,15,18,10
2022-08-11,London,Post-Pandemic,91,16,20,8
2022-08-11,Manchester,Post-Pandemic,79,38,24,10
2022-08-11,Sheffield,Post-Pandemic,71,23,17,6
2022-08-12,Edinburgh,Post-Pandemic,73,9,14,8
2022-08-12,London,Post-Pandemic,107,16,23,9
2022-08-12,Manchester,Post-Pandemic,74,32,21,8
2022-08-12,Sheffield,Post-Pandemic,77,20,21,8
2022-08-13,Edinburgh,Post-Pandemic,68,11,12,8
2022-08-13,London,Post-Pandemic,105,19,22,10
2022-08-13,Manchester,Post-Pandemic,93,25,25,10
2022-08-13,Sheffield,Post-Pandemic,82,16,22,10
2022-08-14,Edinburgh,Post-Pandemic,75,7,15,10
2022-08-14,London,Post-Pandemic,112,18,19,10
2022-08-14,Manchester,Post-Pandemic,102,25,24,12
2022-08-14,Sheffield,Post-Pandemic,90,16,25,14
2022-08-15,Edinburgh,Post-Pandemic,75,11,15,11
2022-08-15,London,Post-Pandemic,98,15,21,11
2022-08-15,Manchester,Post-Pandemic,75,26,23,12
2022-08-15,Sheffield,Post-Pandemic,82,20,25,15
2022-08-16,Edinburgh,Post-Pandemic,51,7,8,3
2022-08-16,London,Post-Pandemic,68,16,22,15
2022-08-16,Manchester,Post-Pandemic,65,14,15,9
2022-08-16,Sheffield,Post-Pandemic,78,10,12,7
2022-08-17,Edinburgh,Post-Pandemic,55,5,10,3
2022-08-17,London,Post-Pandemic,53,18,25,18
2022-08-17,Manchester,Post-Pandemic,44,16,11,5
2022-08-17,Sheffield,Post-Pandemic,45,11,10,5
2022-08-18,Edinburgh,Post-Pandemic,50,5,7,3
2022-08-18,London,Post-Pandemic,65,8,14,8
2022-08-18,Manchester,Post-Pandemic,33,20,12,7
2022-08-18,Sheffield,Post-Pandemic,46,10,9,5
2022-08-19,Edinburgh,Post-Pandemic,48,3,8,4
2022-08-19,London,Post-Pandemic,49,6,9,4
2022-08-19,Manchester,Post-Pandemic,37,16,15,6
2022-08-19,Sheffield,Post-Pandemic,46,8,10,5
2022-08-20,Edinburgh,Post-Pandemic,52,3,9,4
2022-08-20,London,Post-Pandemic,47,7,9,5
2022-08-20,Manchester,Post-Pandemic,37,13,15,7
2022-08-20,Sheffield,Post-Pandemic,45,7,10,5
2022-08-21,Edinburgh,Post-Pandemic,46,6,8,4
2022-08-21,London,Post-Pandemic,54,7,11,6
2022-08-21,Manchester,Post-Pandemic,41,13,10,5
2022-08-21,Sheffield,Post-Pandemic,48,8,9,6
2022-08-22,Edinburgh,Post-Pandemic,34,16,9,5
2022-08-22,London,Post-Pandemic,48,8,8,4
2022-08-22,Manchester,Post-Pandemic,NA,NA,11,6
2022-08-22,Sheffield,Post-Pandemic,35,17,8,5
2022-08-23,Edinburgh,Post-Pandemic,37,8,6,3
2022-08-23,London,Post-Pandemic,31,6,5,3
2022-08-23,Manchester,Post-Pandemic,NA,NA,11,6
2022-08-23,Sheffield,Post-Pandemic,28,11,8,4
2022-08-24,Edinburgh,Post-Pandemic,41,9,5,3
2022-08-24,London,Post-Pandemic,39,7,6,3
2022-08-24,Manchester,Post-Pandemic,28,20,9,4
2022-08-24,Sheffield,Post-Pandemic,32,12,7,4
2022-08-25,Edinburgh,Post-Pandemic,45,9,9,4
2022-08-25,London,Post-Pandemic,19,16,9,6
2022-08-25,Manchester,Post-Pandemic,30,20,12,6
2022-08-25,Sheffield,Post-Pandemic,30,20,9,5
2022-08-26,Edinburgh,Post-Pandemic,34,17,9,5
2022-08-26,London,Post-Pandemic,42,20,14,8
2022-08-26,Manchester,Post-Pandemic,31,29,14,7
2022-08-26,Sheffield,Post-Pandemic,35,22,9,5
2022-08-27,Edinburgh,Post-Pandemic,39,13,7,3
2022-08-27,London,Post-Pandemic,46,20,12,7
2022-08-27,Manchester,Post-Pandemic,32,33,19,11
2022-08-27,Sheffield,Post-Pandemic,43,20,10,6
2022-08-28,Edinburgh,Post-Pandemic,46,13,10,7
2022-08-28,London,Post-Pandemic,49,15,17,11
2022-08-28,Manchester,Post-Pandemic,41,21,13,7
2022-08-28,Sheffield,Post-Pandemic,46,14,8,4
2022-08-29,Edinburgh,Post-Pandemic,48,9,7,4
2022-08-29,London,Post-Pandemic,52,14,18,13
2022-08-29,Manchester,Post-Pandemic,43,14,10,6
2022-08-29,Sheffield,Post-Pandemic,48,14,8,4
2022-08-30,Edinburgh,Post-Pandemic,63,6,5,2
2022-08-30,London,Post-Pandemic,59,7,11,4
2022-08-30,Manchester,Post-Pandemic,46,20,12,6
2022-08-30,Sheffield,Post-Pandemic,58,13,9,4
2022-08-31,Edinburgh,Post-Pandemic,62,7,6,3
2022-08-31,London,Post-Pandemic,65,7,12,4
2022-08-31,Manchester,Post-Pandemic,49,19,14,7
2022-08-31,Sheffield,Post-Pandemic,56,14,13,5
2022-09-01,Edinburgh,Post-Pandemic,41,16,10,5
2022-09-01,London,Post-Pandemic,66,13,16,6
2022-09-01,Manchester,Post-Pandemic,55,17,16,8
2022-09-01,Sheffield,Post-Pandemic,60,14,16,6
2022-09-02,Edinburgh,Post-Pandemic,61,10,9,4
2022-09-02,London,Post-Pandemic,58,23,21,11
2022-09-02,Manchester,Post-Pandemic,58,27,20,10
2022-09-02,Sheffield,Post-Pandemic,64,18,21,11
2022-09-03,Edinburgh,Post-Pandemic,80,7,18,9
2022-09-03,London,Post-Pandemic,72,13,21,15
2022-09-03,Manchester,Post-Pandemic,64,25,24,16
2022-09-03,Sheffield,Post-Pandemic,65,24,23,16
2022-09-04,Edinburgh,Post-Pandemic,57,8,12,8
2022-09-04,London,Post-Pandemic,65,8,13,8
2022-09-04,Manchester,Post-Pandemic,50,19,14,8
2022-09-04,Sheffield,Post-Pandemic,47,18,12,7
2022-09-05,Edinburgh,Post-Pandemic,60,12,11,6
2022-09-05,London,Post-Pandemic,43,17,11,6
2022-09-05,Manchester,Post-Pandemic,42,23,10,5
2022-09-05,Sheffield,Post-Pandemic,54,15,9,5
2022-09-06,Edinburgh,Post-Pandemic,60,11,8,4
2022-09-06,London,Post-Pandemic,50,12,10,5
2022-09-06,Manchester,Post-Pandemic,32,32,11,6
2022-09-06,Sheffield,Post-Pandemic,47,19,10,6
2022-09-07,Edinburgh,Post-Pandemic,46,10,11,6
2022-09-07,London,Post-Pandemic,51,8,10,5
2022-09-07,Manchester,Post-Pandemic,38,26,12,6
2022-09-07,Sheffield,Post-Pandemic,44,19,10,5
2022-09-08,Edinburgh,Post-Pandemic,64,10,14,8
2022-09-08,London,Post-Pandemic,44,12,8,5
2022-09-08,Manchester,Post-Pandemic,34,27,14,8
2022-09-08,Sheffield,Post-Pandemic,30,26,12,7
2022-09-09,Edinburgh,Post-Pandemic,64,8,15,6
2022-09-09,London,Post-Pandemic,33,17,10,6
2022-09-09,Manchester,Post-Pandemic,34,24,13,7
2022-09-09,Sheffield,Post-Pandemic,50,16,12,8
2022-09-10,Edinburgh,Post-Pandemic,52,11,7,3
2022-09-10,London,Post-Pandemic,33,18,12,8
2022-09-10,Manchester,Post-Pandemic,30,22,10,6
2022-09-10,Sheffield,Post-Pandemic,47,13,7,4
2022-09-11,Edinburgh,Post-Pandemic,42,12,6,3
2022-09-11,London,Post-Pandemic,54,11,12,9
2022-09-11,Manchester,Post-Pandemic,36,22,12,8
2022-09-11,Sheffield,Post-Pandemic,46,15,10,8
2022-09-12,Edinburgh,Post-Pandemic,55,7,4,2
2022-09-12,London,Post-Pandemic,52,19,11,7
2022-09-12,Manchester,Post-Pandemic,24,21,10,5
2022-09-12,Sheffield,Post-Pandemic,42,11,6,3
2022-09-13,Edinburgh,Post-Pandemic,54,9,7,3
2022-09-13,London,Post-Pandemic,29,20,11,6
2022-09-13,Manchester,Post-Pandemic,25,31,14,7
2022-09-13,Sheffield,Post-Pandemic,38,24,10,5
2022-09-14,Edinburgh,Post-Pandemic,48,12,7,3
2022-09-14,London,Post-Pandemic,47,14,11,6
2022-09-14,Manchester,Post-Pandemic,29,24,14,7
2022-09-14,Sheffield,Post-Pandemic,36,16,10,6
2022-09-15,Edinburgh,Post-Pandemic,45,15,5,2
2022-09-15,London,Post-Pandemic,37,17,12,6
2022-09-15,Manchester,Post-Pandemic,39,17,11,5
2022-09-15,Sheffield,Post-Pandemic,49,11,7,3
2022-09-16,Edinburgh,Post-Pandemic,46,16,4,2
2022-09-16,London,Post-Pandemic,42,NA,9,3
2022-09-16,Manchester,Post-Pandemic,28,30,11,5
2022-09-16,Sheffield,Post-Pandemic,45,14,6,3
2022-09-17,Edinburgh,Post-Pandemic,42,12,4,2
2022-09-17,London,Post-Pandemic,38,19,9,4
2022-09-17,Manchester,Post-Pandemic,28,24,11,6
2022-09-17,Sheffield,Post-Pandemic,48,11,5,2
2022-09-18,Edinburgh,Post-Pandemic,44,11,4,2
2022-09-18,London,Post-Pandemic,45,11,6,3
2022-09-18,Manchester,Post-Pandemic,42,13,7,4
2022-09-18,Sheffield,Post-Pandemic,55,9,5,2
2022-09-19,Edinburgh,Post-Pandemic,41,12,6,4
2022-09-19,London,Post-Pandemic,46,10,6,3
2022-09-19,Manchester,Post-Pandemic,26,18,9,5
2022-09-19,Sheffield,Post-Pandemic,38,16,8,5
2022-09-20,Edinburgh,Post-Pandemic,50,12,9,6
2022-09-20,London,Post-Pandemic,27,30,12,6
2022-09-20,Manchester,Post-Pandemic,17,41,18,11
2022-09-20,Sheffield,Post-Pandemic,37,24,9,5
2022-09-21,Edinburgh,Post-Pandemic,62,6,8,5
2022-09-21,London,Post-Pandemic,30,33,14,8
2022-09-21,Manchester,Post-Pandemic,26,36,17,10
2022-09-21,Sheffield,Post-Pandemic,45,21,11,6
2022-09-22,Edinburgh,Post-Pandemic,46,10,6,3
2022-09-22,London,Post-Pandemic,51,19,12,7
2022-09-22,Manchester,Post-Pandemic,37,27,18,13
2022-09-22,Sheffield,Post-Pandemic,55,16,13,9
2022-09-23,Edinburgh,Post-Pandemic,37,14,6,3
2022-09-23,London,Post-Pandemic,45,14,10,7
2022-09-23,Manchester,Post-Pandemic,23,25,14,8
2022-09-23,Sheffield,Post-Pandemic,44,13,8,4
2022-09-24,Edinburgh,Post-Pandemic,38,16,5,3
2022-09-24,London,Post-Pandemic,42,9,7,4
2022-09-24,Manchester,Post-Pandemic,24,28,14,8
2022-09-24,Sheffield,Post-Pandemic,39,17,8,4
2022-09-25,Edinburgh,Post-Pandemic,54,5,6,3
2022-09-25,London,Post-Pandemic,50,10,7,3
2022-09-25,Manchester,Post-Pandemic,26,24,12,7
2022-09-25,Sheffield,Post-Pandemic,46,14,6,3
2022-09-26,Edinburgh,Post-Pandemic,52,11,11,5
2022-09-26,London,Post-Pandemic,47,11,9,4
2022-09-26,Manchester,Post-Pandemic,43,13,14,6
2022-09-26,Sheffield,Post-Pandemic,56,8,9,4
2022-09-27,Edinburgh,Post-Pandemic,45,14,8,3
2022-09-27,London,Post-Pandemic,40,18,9,4
2022-09-27,Manchester,Post-Pandemic,36,21,14,6
2022-09-27,Sheffield,Post-Pandemic,55,10,7,3
2022-09-28,Edinburgh,Post-Pandemic,37,18,6,2
2022-09-28,London,Post-Pandemic,21,29,12,5
2022-09-28,Manchester,Post-Pandemic,18,31,13,7
2022-09-28,Sheffield,Post-Pandemic,43,11,4,2
2022-09-29,Edinburgh,Post-Pandemic,52,13,12,7
2022-09-29,London,Post-Pandemic,16,34,14,8
2022-09-29,Manchester,Post-Pandemic,27,31,15,9
2022-09-29,Sheffield,Post-Pandemic,39,22,10,6
2022-09-30,Edinburgh,Post-Pandemic,58,4,8,4
2022-09-30,London,Post-Pandemic,30,19,12,7
2022-09-30,Manchester,Post-Pandemic,17,37,16,10
2022-09-30,Sheffield,Post-Pandemic,24,25,10,6
2022-10-01,Edinburgh,Post-Pandemic,50,4,8,4
2022-10-01,London,Post-Pandemic,44,11,12,6
2022-10-01,Manchester,Post-Pandemic,31,19,14,7
2022-10-01,Sheffield,Post-Pandemic,42,14,9,5
2022-10-02,Edinburgh,Post-Pandemic,49,5,10,4
2022-10-02,London,Post-Pandemic,32,20,12,7
2022-10-02,Manchester,Post-Pandemic,29,22,16,8
2022-10-02,Sheffield,Post-Pandemic,45,14,11,6
2022-10-03,Edinburgh,Post-Pandemic,50,5,6,3
2022-10-03,London,Post-Pandemic,26,29,19,11
2022-10-03,Manchester,Post-Pandemic,19,35,14,8
2022-10-03,Sheffield,Post-Pandemic,27,24,11,6
2022-10-04,Edinburgh,Post-Pandemic,51,7,4,2
2022-10-04,London,Post-Pandemic,49,9,7,4
2022-10-04,Manchester,Post-Pandemic,32,20,5,3
2022-10-04,Sheffield,Post-Pandemic,45,10,5,3
2022-10-05,Edinburgh,Post-Pandemic,56,5,4,2
2022-10-05,London,Post-Pandemic,58,8,8,4
2022-10-05,Manchester,Post-Pandemic,41,18,7,3
2022-10-05,Sheffield,Post-Pandemic,56,9,4,2
2022-10-06,Edinburgh,Post-Pandemic,56,2,8,4
2022-10-06,London,Post-Pandemic,45,11,14,6
2022-10-06,Manchester,Post-Pandemic,36,17,14,7
2022-10-06,Sheffield,Post-Pandemic,49,9,9,4
2022-10-07,Edinburgh,Post-Pandemic,53,7,6,3
2022-10-07,London,Post-Pandemic,47,11,10,5
2022-10-07,Manchester,Post-Pandemic,36,23,12,6
2022-10-07,Sheffield,Post-Pandemic,52,9,7,3
2022-10-08,Edinburgh,Post-Pandemic,47,8,7,3
2022-10-08,London,Post-Pandemic,24,21,12,6
2022-10-08,Manchester,Post-Pandemic,25,27,17,9
2022-10-08,Sheffield,Post-Pandemic,38,19,12,7
2022-10-09,Edinburgh,Post-Pandemic,56,3,7,3
2022-10-09,London,Post-Pandemic,34,21,9,6
2022-10-09,Manchester,Post-Pandemic,32,21,13,7
2022-10-09,Sheffield,Post-Pandemic,36,18,10,6
2022-10-10,Edinburgh,Post-Pandemic,52,10,11,5
2022-10-10,London,Post-Pandemic,32,26,13,7
2022-10-10,Manchester,Post-Pandemic,34,23,19,9
2022-10-10,Sheffield,Post-Pandemic,49,14,12,6
2022-10-11,Edinburgh,Post-Pandemic,54,4,9,4
2022-10-11,London,Post-Pandemic,13,41,20,11
2022-10-11,Manchester,Post-Pandemic,16,34,18,9
2022-10-11,Sheffield,Post-Pandemic,23,28,14,8
2022-10-12,Edinburgh,Post-Pandemic,53,10,9,4
2022-10-12,London,Post-Pandemic,31,29,15,9
2022-10-12,Manchester,Post-Pandemic,27,31,19,12
2022-10-12,Sheffield,Post-Pandemic,40,19,11,7
2022-10-13,Edinburgh,Post-Pandemic,47,12,10,4
2022-10-13,London,Post-Pandemic,17,36,16,10
2022-10-13,Manchester,Post-Pandemic,15,42,19,12
2022-10-13,Sheffield,Post-Pandemic,33,28,14,7
2022-10-14,Edinburgh,Post-Pandemic,46,14,5,3
2022-10-14,London,Post-Pandemic,22,29,13,8
2022-10-14,Manchester,Post-Pandemic,23,32,12,8
2022-10-14,Sheffield,Post-Pandemic,37,21,10,6
2022-10-15,Edinburgh,Post-Pandemic,55,6,3,2
2022-10-15,London,Post-Pandemic,46,12,9,5
2022-10-15,Manchester,Post-Pandemic,35,24,11,6
2022-10-15,Sheffield,Post-Pandemic,53,10,7,4
2022-10-16,Edinburgh,Post-Pandemic,58,5,7,3
2022-10-16,London,Post-Pandemic,54,8,12,6
2022-10-16,Manchester,Post-Pandemic,37,22,11,6
2022-10-16,Sheffield,Post-Pandemic,54,13,6,3
2022-10-17,Edinburgh,Post-Pandemic,60,5,6,3
2022-10-17,London,Post-Pandemic,45,14,13,6
2022-10-17,Manchester,Post-Pandemic,40,21,13,6
2022-10-17,Sheffield,Post-Pandemic,55,10,9,4
2022-10-18,Edinburgh,Post-Pandemic,49,11,10,3
2022-10-18,London,Post-Pandemic,26,33,16,8
2022-10-18,Manchester,Post-Pandemic,24,35,19,11
2022-10-18,Sheffield,Post-Pandemic,26,33,18,8
2022-10-19,Edinburgh,Post-Pandemic,62,4,11,4
2022-10-19,London,Post-Pandemic,32,25,21,10
2022-10-19,Manchester,Post-Pandemic,48,18,13,7
2022-10-19,Sheffield,Post-Pandemic,45,21,13,6
2022-10-20,Edinburgh,Post-Pandemic,54,8,12,7
2022-10-20,London,Post-Pandemic,13,33,21,13
2022-10-20,Manchester,Post-Pandemic,8,31,17,12
2022-10-20,Sheffield,Post-Pandemic,11,29,15,10
2022-10-21,Edinburgh,Post-Pandemic,35,12,10,6
2022-10-21,London,Post-Pandemic,40,19,15,8
2022-10-21,Manchester,Post-Pandemic,23,35,12,7
2022-10-21,Sheffield,Post-Pandemic,30,26,11,8
2022-10-22,Edinburgh,Post-Pandemic,30,15,11,7
2022-10-22,London,Post-Pandemic,49,11,13,7
2022-10-22,Manchester,Post-Pandemic,33,26,17,9
2022-10-22,Sheffield,Post-Pandemic,46,19,11,6
2022-10-23,Edinburgh,Post-Pandemic,31,14,7,4
2022-10-23,London,Post-Pandemic,39,17,9,5
2022-10-23,Manchester,Post-Pandemic,15,37,13,8
2022-10-23,Sheffield,Post-Pandemic,21,25,11,8
2022-10-24,Edinburgh,Post-Pandemic,39,13,6,3
2022-10-24,London,Post-Pandemic,62,10,8,4
2022-10-24,Manchester,Post-Pandemic,25,28,14,8
2022-10-24,Sheffield,Post-Pandemic,50,13,7,3
2022-10-25,Edinburgh,Post-Pandemic,48,8,6,3
2022-10-25,London,Post-Pandemic,44,14,10,5
2022-10-25,Manchester,Post-Pandemic,29,30,11,5
2022-10-25,Sheffield,Post-Pandemic,41,21,9,5
2022-10-26,Edinburgh,Post-Pandemic,60,5,7,4
2022-10-26,London,Post-Pandemic,50,12,14,7
2022-10-26,Manchester,Post-Pandemic,41,21,17,9
2022-10-26,Sheffield,Post-Pandemic,51,13,11,6
2022-10-27,Edinburgh,Post-Pandemic,51,8,8,4
2022-10-27,London,Post-Pandemic,31,19,15,8
2022-10-27,Manchester,Post-Pandemic,26,32,16,9
2022-10-27,Sheffield,Post-Pandemic,26,26,13,8
2022-10-28,Edinburgh,Post-Pandemic,62,5,8,4
2022-10-28,London,Post-Pandemic,41,19,17,8
2022-10-28,Manchester,Post-Pandemic,38,25,14,7
2022-10-28,Sheffield,Post-Pandemic,45,18,11,5
2022-10-29,Edinburgh,Post-Pandemic,50,10,10,5
2022-10-29,London,Post-Pandemic,34,21,22,10
2022-10-29,Manchester,Post-Pandemic,20,38,17,10
2022-10-29,Sheffield,Post-Pandemic,18,32,20,13
2022-10-30,Edinburgh,Post-Pandemic,64,5,7,4
2022-10-30,London,Post-Pandemic,50,10,11,6
2022-10-30,Manchester,Post-Pandemic,42,19,15,8
2022-10-30,Sheffield,Post-Pandemic,50,14,10,6
2022-10-31,Edinburgh,Post-Pandemic,53,8,8,4
2022-10-31,London,Post-Pandemic,40,17,16,7
2022-10-31,Manchester,Post-Pandemic,32,30,14,7
2022-10-31,Sheffield,Post-Pandemic,38,24,12,7
2022-11-01,Edinburgh,Post-Pandemic,48,8,8,5
2022-11-01,London,Post-Pandemic,63,6,10,5
2022-11-01,Manchester,Post-Pandemic,29,31,9,5
2022-11-01,Sheffield,Post-Pandemic,50,15,6,4
2022-11-02,Edinburgh,Post-Pandemic,59,5,6,3
2022-11-02,London,Post-Pandemic,57,8,11,5
2022-11-02,Manchester,Post-Pandemic,39,22,14,7
2022-11-02,Sheffield,Post-Pandemic,53,12,9,5
2022-11-03,Edinburgh,Post-Pandemic,40,19,11,5
2022-11-03,London,Post-Pandemic,NA,NA,8,5
2022-11-03,Manchester,Post-Pandemic,23,43,23,12
2022-11-03,Sheffield,Post-Pandemic,32,27,18,10
2022-11-04,Edinburgh,Post-Pandemic,38,17,6,3
2022-11-04,London,Post-Pandemic,NA,NA,15,9
2022-11-04,Manchester,Post-Pandemic,14,45,21,12
2022-11-04,Sheffield,Post-Pandemic,32,24,12,8
2022-11-05,Edinburgh,Post-Pandemic,43,13,9,5
2022-11-05,London,Post-Pandemic,33,19,10,8
