Date,City,Pollutant,Concentration,Year,Month,YearMonth,Period
2024-10-29,Sheffield,O3,40,2024,10,2024-10-01,Post-Pandemic
2024-10-29,Sheffield,NO2,15,2024,10,2024-10-01,Post-Pandemic
2024-10-29,Sheffield,PM10,5,2024,10,2024-10-01,Post-Pandemic
2024-10-29,Sheffield,PM2.5,3,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,O3,44,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,NO2,11,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,SO2,0,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,CO,0.13,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,PM10,4,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Edinburgh,PM2.5,2,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,O3,30,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,NO2,20,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,SO2,1,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,CO,0.33,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,PM10,14,2024,10,2024-10-01,Post-Pandemic
2024-10-30,London,PM2.5,9,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Manchester,O3,17,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Manchester,NO2,29,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Manchester,SO2,0,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Manchester,PM10,20,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Manchester,PM2.5,12,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Sheffield,O3,36,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Sheffield,NO2,16,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Sheffield,PM10,6,2024,10,2024-10-01,Post-Pandemic
2024-10-30,Sheffield,PM2.5,4,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,O3,42,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,NO2,4,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,SO2,0,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,CO,0.095,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,PM10,2,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Edinburgh,PM2.5,1,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,O3,21,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,NO2,33,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,SO2,1,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,CO,0.28,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,PM10,25,2024,10,2024-10-01,Post-Pandemic
2024-10-31,London,PM2.5,18,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Manchester,O3,19,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Manchester,NO2,28,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Manchester,SO2,0,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Manchester,PM10,17,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Manchester,PM2.5,12,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Sheffield,O3,33,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Sheffield,NO2,16,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Sheffield,PM10,9,2024,10,2024-10-01,Post-Pandemic
2024-10-31,Sheffield,PM2.5,7,2024,10,2024-10-01,Post-Pandemic
2024-11-01,Edinburgh,O3,49,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Edinburgh,NO2,7,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Edinburgh,PM10,3,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Edinburgh,PM2.5,1,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,O3,35,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,NO2,21,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,CO,0.2,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,PM10,25,2024,11,2024-11-01,Post-Pandemic
2024-11-01,London,PM2.5,18,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Manchester,O3,28,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Manchester,NO2,27,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Manchester,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Manchester,PM10,17,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Manchester,PM2.5,10,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Sheffield,O3,36,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Sheffield,NO2,21,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Sheffield,PM10,14,2024,11,2024-11-01,Post-Pandemic
2024-11-01,Sheffield,PM2.5,11,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,O3,36,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,NO2,12,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,PM10,7,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Edinburgh,PM2.5,5,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,O3,38,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,NO2,16,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,CO,0.17,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,PM10,10,2024,11,2024-11-01,Post-Pandemic
2024-11-02,London,PM2.5,8,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Manchester,O3,10,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Manchester,NO2,37,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Manchester,PM10,19,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Manchester,PM2.5,13,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Sheffield,O3,22,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Sheffield,NO2,27,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Sheffield,PM10,18,2024,11,2024-11-01,Post-Pandemic
2024-11-02,Sheffield,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,O3,35,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,NO2,9,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,CO,0.13,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,PM10,4,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Edinburgh,PM2.5,3,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,O3,35,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,NO2,14,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,CO,0.23,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,PM10,17,2024,11,2024-11-01,Post-Pandemic
2024-11-03,London,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Manchester,O3,22,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Manchester,NO2,29,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Manchester,PM10,19,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Manchester,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Sheffield,O3,42,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Sheffield,NO2,19,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Sheffield,PM10,17,2024,11,2024-11-01,Post-Pandemic
2024-11-03,Sheffield,PM2.5,13,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,O3,33,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,NO2,13,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,CO,0.12,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,PM10,12,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Edinburgh,PM2.5,9,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,O3,29,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,NO2,22,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,CO,0.24,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,PM10,25,2024,11,2024-11-01,Post-Pandemic
2024-11-04,London,PM2.5,20,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Manchester,O3,17,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Manchester,NO2,39,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Manchester,PM10,34,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Manchester,PM2.5,25,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Sheffield,O3,28,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Sheffield,NO2,27,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Sheffield,PM10,30,2024,11,2024-11-01,Post-Pandemic
2024-11-04,Sheffield,PM2.5,24,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,O3,25,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,NO2,24,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,CO,0.15,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,PM10,27,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Edinburgh,PM2.5,21,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,O3,18,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,NO2,30,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,CO,0.35,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,PM10,44,2024,11,2024-11-01,Post-Pandemic
2024-11-05,London,PM2.5,33,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Manchester,O3,8,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Manchester,NO2,35,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Manchester,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Manchester,PM10,38,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Manchester,PM2.5,28,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Sheffield,O3,20,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Sheffield,NO2,23,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Sheffield,PM10,34,2024,11,2024-11-01,Post-Pandemic
2024-11-05,Sheffield,PM2.5,27,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,O3,19,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,NO2,23,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,CO,0.17,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,PM10,18,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Edinburgh,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,O3,16,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,NO2,32,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,CO,0.33,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,PM10,32,2024,11,2024-11-01,Post-Pandemic
2024-11-06,London,PM2.5,23,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Manchester,O3,11,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Manchester,NO2,37,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Manchester,PM10,27,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Manchester,PM2.5,19,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Sheffield,O3,22,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Sheffield,NO2,26,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Sheffield,PM10,24,2024,11,2024-11-01,Post-Pandemic
2024-11-06,Sheffield,PM2.5,18,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,O3,33,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,NO2,11,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,CO,0.14,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,PM10,7,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Edinburgh,PM2.5,4,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,O3,21,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,NO2,28,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,CO,0.31,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,PM10,30,2024,11,2024-11-01,Post-Pandemic
2024-11-07,London,PM2.5,21,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Manchester,O3,17,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Manchester,NO2,34,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Manchester,PM10,21,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Manchester,PM2.5,13,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Sheffield,O3,31,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Sheffield,NO2,23,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Sheffield,PM10,19,2024,11,2024-11-01,Post-Pandemic
2024-11-07,Sheffield,PM2.5,13,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,O3,29,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,NO2,13,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,PM10,21,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Edinburgh,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,O3,19,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,NO2,31,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,CO,0.32,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,PM10,29,2024,11,2024-11-01,Post-Pandemic
2024-11-08,London,PM2.5,22,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Manchester,O3,16,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Manchester,NO2,35,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Manchester,PM10,35,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Manchester,PM2.5,26,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Sheffield,O3,28,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Sheffield,NO2,26,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Sheffield,PM10,32,2024,11,2024-11-01,Post-Pandemic
2024-11-08,Sheffield,PM2.5,25,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,O3,24,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,NO2,23,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,PM10,26,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Edinburgh,PM2.5,21,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,O3,25,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,NO2,21,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,CO,0.29,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,PM10,26,2024,11,2024-11-01,Post-Pandemic
2024-11-09,London,PM2.5,22,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Manchester,O3,20,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Manchester,NO2,32,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Manchester,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Manchester,PM10,38,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Manchester,PM2.5,29,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Sheffield,O3,36,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Sheffield,NO2,20,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Sheffield,PM10,26,2024,11,2024-11-01,Post-Pandemic
2024-11-09,Sheffield,PM2.5,22,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,O3,32,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,NO2,21,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,PM10,15,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Edinburgh,PM2.5,10,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,O3,18,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,NO2,22,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,CO,0.38,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,PM10,30,2024,11,2024-11-01,Post-Pandemic
2024-11-10,London,PM2.5,24,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Manchester,O3,12,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Manchester,NO2,30,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Manchester,PM10,26,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Manchester,PM2.5,21,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Sheffield,O3,26,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Sheffield,NO2,20,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Sheffield,PM10,23,2024,11,2024-11-01,Post-Pandemic
2024-11-10,Sheffield,PM2.5,18,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,O3,38,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,NO2,27,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,CO,0.13,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,PM10,19,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Edinburgh,PM2.5,9,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,O3,32,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,NO2,28,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,CO,0.29,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,PM10,17,2024,11,2024-11-01,Post-Pandemic
2024-11-11,London,PM2.5,10,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Manchester,O3,10,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Manchester,NO2,48,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Manchester,PM10,28,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Manchester,PM2.5,15,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Sheffield,O3,45,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Sheffield,NO2,18,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Sheffield,PM10,15,2024,11,2024-11-01,Post-Pandemic
2024-11-11,Sheffield,PM2.5,9,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,O3,26,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,NO2,26,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,CO,0.14,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,PM10,14,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Edinburgh,PM2.5,7,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,O3,53,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,NO2,12,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,CO,0.19,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,PM10,14,2024,11,2024-11-01,Post-Pandemic
2024-11-12,London,PM2.5,7,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Manchester,O3,7,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Manchester,NO2,52,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Manchester,PM10,25,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Manchester,PM2.5,15,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Sheffield,O3,35,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Sheffield,NO2,26,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Sheffield,PM10,18,2024,11,2024-11-01,Post-Pandemic
2024-11-12,Sheffield,PM2.5,11,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,O3,36,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,NO2,19,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,PM10,5,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Edinburgh,PM2.5,3,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,O3,38,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,NO2,24,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,CO,0.29,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,PM10,18,2024,11,2024-11-01,Post-Pandemic
2024-11-13,London,PM2.5,10,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Manchester,O3,2,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Manchester,NO2,50,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Manchester,SO2,2,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Manchester,PM10,30,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Manchester,PM2.5,20,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Sheffield,O3,23,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Sheffield,NO2,29,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Sheffield,PM10,12,2024,11,2024-11-01,Post-Pandemic
2024-11-13,Sheffield,PM2.5,8,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,O3,36,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,NO2,23,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,PM10,7,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Edinburgh,PM2.5,3,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,O3,44,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,NO2,18,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,CO,0.24,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,PM10,21,2024,11,2024-11-01,Post-Pandemic
2024-11-14,London,PM2.5,14,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Manchester,O3,8,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Manchester,NO2,49,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Manchester,SO2,3,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Manchester,PM10,23,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Manchester,PM2.5,17,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Sheffield,O3,30,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Sheffield,NO2,26,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Sheffield,PM10,15,2024,11,2024-11-01,Post-Pandemic
2024-11-14,Sheffield,PM2.5,11,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,O3,52,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,NO2,6,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,CO,0.11,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,PM10,3,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Edinburgh,PM2.5,1,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,O3,43,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,NO2,28,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,SO2,0,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,CO,0.3,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,PM10,24,2024,11,2024-11-01,Post-Pandemic
2024-11-15,London,PM2.5,15,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Manchester,O3,7,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Manchester,NO2,43,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Manchester,SO2,1,2024,11,2024-11-01,Post-Pandemic
2024-11-15,Manchester,PM10,23,2024,11,2024-11-01,Post-Pandemic
